cluster_id,proposed_label,segment_count,document_count,percent_of_documents,representative_phrases
54,Sonstige / unbekannt,11,11,1.9,In den Beziehungen zu anderen sei sie sehr zurückhaltend geworden.
72,Stimmung / Depression,11,11,1.9,"Seine Stimmung sei schwankend, häufig gedrückt.
---
Seine Stimmung sei schwankend, teilweise gedrückt.
---
Seine Stimmung sei schwankend, phasenweise gedrückt.
---
Seine Stimmung sei sehr schwankend, teilweise bedrückt.
---
Seine Stimmung sei meistens sehr gedämpft.
---
Seine Stimmung sei schwankend.
---
Seine Stimmung ist schwankend.
---
Seine Stimmung sei wechselhaft, häufig gedrückt."
7,Sonstige / unbekannt,11,11,1.9,"Diese treten ca. 3-4 x pro Woche auf und halten einen Tag lang an.
---
Derzeit treten sie alle paar Tage etwa 2–3 Mal pro Woche auf und dauern unterschiedlich lang, teils einen halben, teils einen ganzen Tag.
---
Häufigkeit beträgt ca. 3-4 wöchentlich.
---
In letzter Zeit treten diese etwa alle vier Wochen auf und dauern jeweils circa zwei bis drei Tage an.
---
Diese treten üblicherweise zwei- bis dreimal pro Woche auf.
---
Diese treten mindestens einmal pro Woche auf und dauern mehrere Stunden bis hin zu ganzen Tagen an.
---
Diese treten alle zwei bis drei Tage auf und dauern zwischen einer halben Stunde und mehreren Stunden an.
---
Häufigkeit beträgt ca. 2-3 monatlich."
20,Sonstige / unbekannt,11,11,1.9,"Der Patient ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2020 befand er sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2020 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2020 befand er sich zum letzten Mal in unserer stationären Behandlung."
193,LWS-Beschwerden,11,11,1.9,"Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 3-4 Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 2-3 Jahren unter chronischen Dorsalgien in HWS-und LWS-Bereich zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit einem Jahr unter Dorsalgien in HWS-und LWS-Bereich zu leiden.
---
Hinsichtlich weiteren somatischer Beschwerden gibt die Patientin chronischen Dorsalgien im LWS-Bereich an, die seit vielen Jahren bestehen würden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über 10 Jahren unter chronischen Dorsalgien in HWS-und BWS-Bereich zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin seit über zwanzig Jahren immer wieder unter Dorsalgien im HWS-Bereich zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet der Patient seit einem Bandscheibenvorfall im LWS-Bereich (L1/2) unter chronischen Dorsalgien zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin seit 4-5 Jahren unter intermittierenden LWS-Schmerzen zu leiden.
---
Hinsichtlich somatischer Beschwerden nennt der Patient Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben."
216,Schmerzen – Charakter,11,11,1.9,Schmerzen werden als ziehenden empfunden.
100,Sonstige / unbekannt,11,11,1.9,"Weiterhin bestehen Konzentrations- und Merkfähigkeitsstörungen.
---
Es bestünden Konzentrations- und Merkfähigkeitsstörungen."
108,Sonstige / unbekannt,11,11,1.9,"Zudem leide sie unter unspezifischen Nahrungsmittelunverträglichkeiten (z.B.
---
Es bestünden unspezifischen Nahrungsmittelunverträglichkeiten (z.B.
---
Bei ihr bestehen zahlreiche Nahrungsmittelunverträglichkeiten (z.B.
---
Seitdem reagiere sie auf „nicht verträgliche Nahrungsmittel bzw.
---
Bekannte Nahrungsmittelunverträglichkeit gegenüber Hülsenfrüchten sowie blähenden Lebensmitteln.
---
Zudem bestehen bei der Patientin zahlreiche unspezifische Nahrungsmittelunverträglichkeiten (z.B.
---
Zudem leide sie seit der Kindheit unter unspezifischen Nahrungsmittelunverträglichkeiten (z.B."
213,Schmerzen – Charakter,11,11,1.9,"Schmerzen werden als stechenden empfunden.
---
Die Schmerzen werden als stechenden empfunden.
---
Schmerzen werden als stehcneden empfunden.
---
Die Schmerzen werden als pochenden empfunden."
175,Sonstige / unbekannt,11,11,1.9,"Darüber hinaus leide die Patientin seit einigen Jahren unter Zervikobrachialgien.
---
Zudem berichtet die Patientin, seit über zwanzig Jahren an Zervikobrachialgien zu leiden.
---
Bei Aufnahmegespräch berichtet der Patient über vielen Jahren unter Zervikobrachialgien zu leiden.
---
Bei Aufnahmegespräch berichtet die Patientin, seit über elf Jahren unter Zervikobrachialgien zu leiden.
---
Weiterhin klagte die Patientin über Jahren unter intermittierenden Zervikobrachialgien.
---
Darüber hinaus leide die Patientin seit einem Jahr unter Zervikobrachialgien.
---
Bei Aufnahmegespräch berichtet die Patientin, seit über zehn Jahren unter Zervikobrachialgien zu leiden.
---
Die Patientin berichtet über ein seit mehreren Jahren bestehendes Zervikobrachialsyndrom.
---
Bei Aufnahmegespräch berichtet der Patient, seit über zwanzig Jahren unter Zervikobrachialgien zu leiden.
---
Darüber hinaus leide die Patientin seit über vierzig Jahren unter Zervikobrachialgien."
84,Sonstige / unbekannt,11,11,1.9,"Er fühle sich ständig energielos.
---
Er fühle sich fast ständig energielos.
---
Er fühle sich häufig energielos.
---
Er fühle sich immer wieder energielos und habe oft das Gefühl, keine Kraft mehr zu haben.
---
Weiterhin fühle er sich teilweise kraftlos sowie Energielos."
61,Erschöpfung / Müdigkeit,11,11,1.9,"Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
---
Aktuell bestehen neben ihren ausgeprägten Erschöpfungszuständen noch erhebliche  kognitiver Einschränkungen in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
---
Sie beschreibt kognitive Einschränkungen im Sinne eines sogenannten „Brainfogs“ mit Konzentrations- und Wortfindungsstörungen sowie verminderter Aufmerksamkeit.
---
Begleitend schildert sie eine kognitive Verlangsamung mit ausgeprägten Konzentrationsstörungen, Merkfähigkeits- und Wortfindungsproblemen sowie einem Gefühl geistiger Benommenheit.
---
Im Alltag komme es zunehmend zu kognitiven Einschränkungen im Sinne von Konzentrations- und Merkfähigkeitsstörungen."
80,Sonstige / unbekannt,11,11,1.9,"Es bestehe eine ausgeprägte Druckempfindlichkeit der Muskulatur am gesamten Körper.
---
Es bestehe eine ausgeprägte Gelegentlich bestehe eine Druckempfindlichkeit der Muskulatur am gesamten Körper.
---
Es besteht eine Druckempfindlichkeit der Muskulatur am gesamten Körper.
---
Es bestehe eine generalisierte Druckempfindlichkeit der Muskulatur."
62,Kopfschmerzen / Migräne,11,11,1.9,"Der Schmerz hält dann mehrere Tage lang an.
---
Die Schmerzen halten in der Regel mehrere Stunden an.
---
Schmerzen treten unmittelbar nach Belastung auf und halten mehrere Stunden lange an.
---
Die Schmerzen treten wöchentlich auf und halten jeweils 2–3 Tage an.
---
Die Schmerzen halten mehrere Stunden oder den ganzen Tag an.
---
Die Schmerzen seien pochend und hielten in der Regel drei bis vier Tage an.
---
Die Schmerzen halten mehrere Stunden an und klingen dann spontan ab.
---
Die Schmerzen treten in der Regel einige Tage nach der Belastung auf und können bis zu zwei Wochen anhalten.
---
Die Schmerzepisoden dauern in der Regel etwa zwei bis drei Tage, bevor sie abklingen.
---
Die Schmerzen halten mehrere Stunden lange an.
---
Die „Kopfschmerzepisode“ dauert etwa 2-3 Wochen."
10,Boilerplate – Erwartungen,10,10,1.7,"Vom Aufenthalt erhoffe sich die Patientin, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
86,Sonstige / unbekannt,10,10,1.7,"Sie fühle sich überwiegend energielos.
---
Sie fühle sich energielos."
163,Sonstige / unbekannt,10,10,1.7,"Einen Hauptschmerz könne sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden.
---
Allgemein könne einen Hauptschmerz sie nicht benennen, da immer verschiedene Schmerzen im Vordergrund stehen würden."
208,Schwindel,10,10,1.7,"Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung sowie Spannungskopfschmerzen an.
---
Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden sowie Spannungskopfschmerzen an.
---
Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden mit Schwindelanfällen sowie Spannungskopfschmerzen an.
---
Als Begleiterscheinungen gibt der Patient ausgeprägte Nacken-Schulter-Verspannung, häufigen Blockaden sowie Spannungskopfschmerzen an.
---
Als Begleiterscheinungen gibt der Patient ausgeprägte Nacken-Schulter- und Kiefermuskulatur Verspannung, Spannungskopfschmerzen an.
---
Es besteht Als Begleiterscheinungen gibt die Patientin eine ausgeprägte Nacken-Schulter-Verspannung sowie Spannungskopfschmerzen auf.
---
Als Begleiterscheinungen gibt die Patientin eine ausgeprägte Nacken-Schulter-Verspannung sowie gelegentliche Spannungskopfschmerzen auf.
---
Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung sowie gelegentlicher Übelkeit an."
118,Schlafstörungen,10,10,1.7,"Der Schlaf sei nicht erholsam.
---
Der Schlaf sei nicht genug erholsam.
---
Schlaf sei nicht genug erholsam.
---
Der Schlaf sei nicht erholsam
---
Ihr Schlaf sei nicht genug erholsam."
13,Boilerplate – Erwartungen,10,10,1.7,"Vom Aufenthalt erhoffe er, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden
---
Vom Aufenthalt erhofft er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden"
60,Erschöpfung / Müdigkeit,10,10,1.7,"Morgens wacht sie dann wie „gerädert“ auf, was ihre ausgeprägte Müdigkeitssymptomatik zusätzlich verstärkt.
---
Morgens erwacht die Patientin regelmäßig mit dem Gefühl, „wie gerädert“ zu sein, was die ausgeprägte Müdigkeitssymptomatik zusätzlich verstärkt.
---
Morgens erwache die Patientin wie „gerädert“ und deutlich erschöpft, was die chronische Müdigkeitssymptomatik zusätzlich verstärke.
---
Morgens wacht die Patientin wie „gerädert“ und sehr erschöpft auf, was ihre chronische Müdigkeitssymptomatik zusätzlich deutlich verstärkt.
---
Morgens erwacht die Patientin teilweise „wie gerädert“ und fühlt sich stark erschöpft, wodurch die bestehende chronische Müdigkeitssymptomatik zusätzlich deutlich verstärkt wird.
---
Morgens erwache sie regelmäßig mit einem Gefühl starker Erschöpfung („wie gerädert“).
---
morgens wache sie mit einem ausgeprägten Erschöpfungsgefühl auf.
---
Ergänzend gibt der Patient an, morgens nach dem Aufstehen unter einer Morgensteifigkeit zu leiden, die mehrere Gelenke betreffe."
28,LWS-Beschwerden,11,10,1.7,"Bildgebende Diagnostik zeige erosive Osteochondrose L5/S1, intra-extraforaminale Bandcheibenprotrusion L5/S1 sowie hypertrophe Facettenarthrose L3/4 bis L5/S1 beidseits.
---
Im MRT der LWS vom 07.06.2022: Osteochondrose L2-5 und Facettengelenksarthrosen L2-5, keine zentrale oder foraminale Stenose.
---
MRT LWS nativ vom 06.02.2020 zeigte unter anderem linkskonvexe Skoliose der LWS, deutliche Osteochondrose in allen lumbalen Segmenten, beginende Spondylosis deformans sowie Bandscheibenprotrusionen L4/L5 und L5/S1.
---
Es liegen degenerative Veränderungen der LWS mit Bandscheibenprolaps L2/3, Spondylarthrose L5/S1 sowie Osteochondrosen L1/2 und L5/S1 vor.
---
Lumboischalgie bei Osteochondrose L5/S1 diskret, bei mediane Bandscheibenprotrusion, diskrete Einengung des Neuroforamens links und bei subligamentarer Bandscheibenvorfall L5/S1 mit bds.
---
Sie hat bereits die Diagnosen eines degenerativen LWS-Syndroms mit segmentaler Instabilität bei Osteochondrose L2/3 und L5/S1, eines Bandscheibenvorfalls auf Höhe LWK 4 sowie einer Fibromyalgie erhalten.
---
Zudem bestünden seit über 20 Jahren HWS-Schmerzen (Diagnosen: Osteochondrose C5/6, C3/4, Foramenstenose C5/6, Bandscheibenprolaps C4/5).
---
Es wurden bei der Patientin mehrsegmentales degeneratives LWS-Syndrom mit Osteochondrose L3-S1, Spondylose L3-S1, Spondylarthrose L3-S1, sowie Neuroforamenstenose L3-S1 diagnostizier.
---
Es bestehe eine Spondylarthrose L4/5 und L5/S1, Osteochondrose und Retrolisthese L5/S1.
---
Die bildgebende Diagnostik zeigte nach wie vor multisegmentale Osteochondrose und schwere Bandscheibendegenerationen mit Spinalkanalstenose, vor allem im LWS-Bereich.
---
Bildgebende Diagnostik zeigte laterale Bandscheibenprortrusion C4/5 rechts und Osteochondrotischer medio-lateraler Bandscheibenprolaps C5/6 sowie rel. deg."
66,Schlafstörungen,10,10,1.7,"Zudem schlafen häufig ihre Finger ein.
---
Teilweise schlafen ihre Hände ein.
---
Häufig schlafen ihre Finger ein.
---
Teilweise schlafen ihre Finger ein.
---
Zudem schlafen häufig ihre Finger linksbetont ein.
---
Häufig schlafen die Hände ein.
---
Zudem schlafen häufig ihre Finger sowie Zehen ein.
---
Zudem schlafen nachts häufig ihre Hände ein.
---
Er gibt weiterhin an, dass teilweise ihre Hände einschlafen würden."
5,Sonstige / unbekannt,10,10,1.7,"Sie beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die sie zuvor als unproblematisch empfunden habe.
---
Er beschreibt eine gesteigerte emotionale Empfindlichkeit, insbesondere in Situationen, die er zuvor als unproblematisch empfunden habe."
21,Sonstige / unbekannt,10,10,1.7,"Die Patientin ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2014 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2015 befand sie sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2015 befand sie sich zum letzten Mal in unserer stationären Behandlung."
8,Sonstige / unbekannt,10,10,1.7,"Es bestünde eine Morgensteifigkeit, die ca. 1/2 Stunde anhalte.
---
Es bestünde eine Morgensteifigkeit, die ca. 1-2 Stunden anhalten würde.
---
Es bestünde eine Morgensteifigkeit, die ca. eine halbe Stunde beträgt.
---
Morgensteifigkeit ca. 1 Stunde.
---
Außerdem bestünde eine Morgensteifigkeit, welche ca. ein bis zwei Stunden anhalten würde.
---
Es bestünde eine Morgensteifigkeit, die ca. zwischen 10 -20 Minuten beträgt.
---
Es bestehe eine Morgensteifigkeit von etwa 20 bis 30 Minuten.
---
Morgensteifigkeit beträgt ein paar Minuten.
---
Es bestünde eine Morgensteifigkeit, die ca. bis 20 Minuten anhalten würde.
---
In der Regel gelinge dies erst nach ein bis zwei Stunden."
99,Sonstige / unbekannt,10,10,1.7,"Ihre Konzentration sowie Merkfähigkeit seien beeinträchtigt.
---
Ihre Konzentration sowie Merkfähigkeit seien zudem beeinträchtigt.
---
Ihre Konzentration sowie Merkfähigkeit seien etwas beeinträchtigt.
---
Teilweise seien ihre Konzentration sowie Merkfähigkeit beeinträchtigt."
95,Schmerzen – Charakter,10,10,1.7,"Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet.
---
Die Ganzkörperschmerzen sein manchmal von einer morgendlichen Steifigkeit begleitet.
---
Häufig würden die Ganzkörperschmerzen von einer morgendlichen Steifigkeit begleitet sein.
---
Ganzkörperschmerzen sein von einer morgendlichen Steifigkeit (bis eine Stunde) begleitet.
---
Sie gibt an, dass die Schmerzen häufig schon morgens beim Erwachen Schmerzen bestünden, die als ziehend beschrieben werden.
---
Die Schmerzen treten vor allem morgens auf.
---
Sie gibt an, dass die Schmerzen morgens beim Aufstehen besonders ausgeprägt sind.
---
Es handele sich um einen Dauerschmerz, der morgens am wenigsten stark sei und sich gegen Abend allmählich verstärke."
116,Sonstige / unbekannt,10,10,1.7,Sie sei häufig gereizt.
113,Sonstige / unbekannt,10,10,1.7,Die Patientin kommt zu stationäre Aufnahme mit einem komplexen psychosomatischen Krankheitsbild.
132,Sonstige / unbekannt,11,10,1.7,"Lokale Wärme würde zur kurzzeitigen Linderung führen.
---
Auch hier würde lokale Wärme zur kurzzeitigen Linderung führen.
---
Auch hier würde Wärme kurzzeitige Linderung bringen.
---
Lokale Wärme würde hier eine kurzzeitige Linderung bringen.
---
Wärme würde zur kurzzeitigen Linderung führen.
---
Kurzeitige Linderung eher durch lokale Wärme.
---
Auch hier können Wärmeanwendungen zur kurzfristigen Linderung führen.
---
Wärme und Entspannung würden zur kurzzeitigen Linderung führen."
90,Sonstige / unbekannt,10,10,1.7,"Er habe oft das Gefühl, dass er langsam keine Kraft mehr habe.
---
Oft habe er das Gefühl, dass er langsam keine Kraft mehr habe.
---
Gelegentlich habe er das Gefühl, keine Kraft mehr zu haben.
---
Häufig habe er das Gefühl, keinerlei Kraft mehr zu haben."
64,Schmerzen – Charakter,10,10,1.7,"Zudem leide unter muskulärer Anspannung im BWS-Bereich.
---
Zudem leide sie unter muskulärer Anspannung im BWS-Bereich.
---
Zudem leide sie unter muskulärer Anspannung im BWS-Bereich mit häufigen Blockaden.
---
Weiterhin gibt er an, dass sie unter intermittierenden Schmerzen im BWS-Bereich mit starker muskulärer Anspannung leide.
---
Zudem leide sie unter muskulärer Anspannung und intermittierende ziehenden Schmerzen im BWS-Bereich.
---
Weiterhin gibt die Patientin an, dass sie unter intermittierenden Schmerzen im BWS-Bereich mit starker muskulärer Anspannung leide."
70,Symptomverlauf / Verschlechterung,9,9,1.5,"Wärme würde hier zu kurzfristiger Besserung führen, Kälte dagegen zur Verschlechterung.
---
Wärme würde hier zu einer kurzfristigen Besserung führen, Kälte dagegen zu einer Verschlechterung.
---
Wärme führe zu einer kurzfristigen Linderung, während Kälte regelmäßig zu einer Beschwerdeverschlechterung beitrage."
9,Sonstige / unbekannt,9,9,1.5,"Der Patient ist im Hause bekannt.
---
Die Patientin ist im Hause bekannt
---
Die Patientin ist in unserem Hause bekannt."
199,Schmerzen – Charakter,9,9,1.5,Schmerzqualität sei ziehend.
206,HWS-Beschwerden,9,9,1.5,Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität.
195,Sonstige / unbekannt,9,9,1.5,"Hinsichtlich somatischer Beschwerden berichtet der Patient seit über zehn Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet der Patient seit über zehn Jahren unter chronischen Dorsalgien in fast allen Etagen der Wirbelsäle zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin über chronische Dorsalgien in nahezu allen Abschnitten der Wirbelsäule, bestehend seit über zehn Jahren.
---
Hinsichtlich weiteren somatischer Beschwerden gibt die Patientin chronischen Dorsalgien in allen Abschnitten der Wirbelsäle an, die seit über zehn Jahren bestehen würden.
---
Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit über zwanzig Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden.
---
Hinsichtlich somatischer Beschwerden gibt die Patientin chronischen Dorsalgien in oberen Abschnitten der Wirbelsäle an, die seit über zehn Jahren bestehen würden.
---
Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über zwanzig Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden.
---
Hinsichtlich somatischer Beschwerden berichtet der Patient seit über 15 Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäle zu leiden.
---
Hinsichtlich weiterer somatischer Beschwerden berichtet der Patient, seit mehreren Jahren unter chronischen Dorsalgien in allen Etagen der Wirbelsäule zu leiden, im Rahmen degenerativer Veränderungen."
154,Erschöpfung / Müdigkeit,9,9,1.5,"Ihr Antrieb sowie ihre Leistungsfähigkeit seien reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht."
155,Erschöpfung / Müdigkeit,9,9,1.5,"Ihr Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Ihre Leistungsfähigkeit sowie Antrieb seien deutlich reduziert, sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Ihr Antrieb und ihre Leistungsfähigkeit seien deutlich reduziert, sie fühle sich häufig erschöpft, und ihre Belastbarkeitsgrenze sei deutlich schneller erreicht als zuvor."
141,Sonstige / unbekannt,9,9,1.5,"Die Schmerzen werden durch Wärme kurzzeitig gelindert.
---
Schmerzen würde durch lokale Wärme kurzzeitig gelindert.
---
Die Schmerzen werden durch Ruhe sowie Wärme kurzzeitig gelindert."
133,Angst / Panik,9,9,1.5,"Er sei schnell überreiz und leide unter innere Unruhe.
---
Er fühle sich schnell überfordert und spüre häufig innere Unruhe.
---
Er sei schneller überreiz und leide unter innere Unruhe.
---
Er fühle sich schnell gereizt und spüre häufig innere Unruhe."
29,Sonstige / unbekannt,9,9,1.5,"Zudem berichtet die Patientin über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können.
---
Die Patientin berichtet zudem über Zukunfts- und Existenzängste sowie über die Sorge, nicht mehr den eigenen Ansprüchen genügen zu können.
---
Der Patient berichtet zudem über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr genügen zu können.
---
Zudem berichtet der Patient über Zukunfts- und Existenzängste sowie die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können.
---
Die Patientin berichtet zudem über ausgeprägte Zukunfts- und Existenzängste sowie über die Sorge, nicht ausreichend leistungsfähig bzw. „nicht gut genug“ zu sein.
---
Die Patientin berichtet zudem über ausgeprägte Zukunfts- und Existenzängste sowie über die Sorge, nicht ausreichend leistungsfähig bzw. „nicht gut genug“ zu sein, insbesondere im Hinblick auf Kritik.
---
Die Beschwerden schränken die Patientin bereits in ihrem Alltag ein, und sie macht sich Sorgen über das weitere Fortschreiten ihrer Probleme und ihre zukünftige Selbstständigkeit.
---
Die Patientin ergänzt, dass sie sich große Sorgen um ihre zukünftige Selbstständigkeit mache."
35,Knie / Hüfte / Gelenk,9,9,1.5,"Die Finger seien sehr steif und nur schwer beweglich.
---
Die Fingergelenke fühlen sich steif an.
---
Die Finger seien manchmal auch steif und eingeschränkt beweglich.
---
Zudem bestehe ein Taubheitsgefühl an der Innenseite des rechten Unterarms bis zum Ring- und Kleinfinger."
71,Stimmung / Depression,9,9,1.5,"Teilweise leide er an einer gedrückten Stimmung.
---
Teilweise leide er unter gedrückte Stimmung.
---
Häufig leide er an einer gedrückten Stimmung.
---
Er leide an einer gedrückten Stimmung."
45,Boilerplate – Erwartungen,9,9,1.5,"Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe der Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung.
---
Vom Aufenthalt erhoffe der Patient wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung."
25,Sonstige / unbekannt,9,9,1.5,"Der Patient ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung.
---
Der Patient ist im Hause bekannt, 2022 befand er sich zum letzten Mal in unserer stationären Behandlung.
---
Die Patientin ist im Hause bekannt, 2023 befand er sich zum letzten Mal in unserer stationären Behandlung."
76,Sonstige / unbekannt,9,9,1.5,"Es sei die Diagnose einer Fibromyalgie gestellt worden.
---
Die Diagnose einer Fibromyalgie wurde gestellt.
---
Es sei die Diagnose einer Fibromyalgie vermutet.
---
Der Patientin gibt an, dass bei ihm eine Fibromyalgie bekannt sei.
---
Die Patientin gibt an, dass bei ihm eine Fibromyalgie bekannt sei.
---
Es wurde eine Fibromyalgie vermutet.
---
Hier sei die Diagnose Fibromyalgie und Spondylarthrose gestellt worden."
145,Erschöpfung / Müdigkeit,9,9,1.5,"Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert sei, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Er berichtet, dass sein Antrieb sowie seine Leistungsfähigkeit deutlich reduziert seien, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Er gibt an, dass sein Antrieb sowie seine Leistungsfähigkeit seien reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Weiterhin berichtet er, dass sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Er berichtet, dass sein  Antrieb sowie seine Leistungsfähigkeit reduziert seien, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
172,HWS-Beschwerden,9,9,1.5,"Zudem berichtet die Patientin seit über zehn Jahren unter intermittierenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden.
---
Kurz gefasst leide der Patient seit über 3 Jahren immer wieder unter intermittierenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-/Schulterbereich.
---
Kurz gefasst berichtet die Patientin seit Jahren unter HWS-Schmerzen mit Ausstrahlung in den Kopf und Nacken-Schulter-Bereich sowie schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden.
---
Bei Aufnahmegespräch berichtet die Patientin seit …….Jahren unter HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden.
---
Kurz gefasst leide der Patient über 15 Jahren unter immer wieder auftretenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich.
---
Bei Aufnahmegespräch berichtet der Patient seit über zwei Jahren unter immer wieder auftretenden HWS- Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich zu leiden.
---
Weiterhin seit paar Jahren intermittierenden HWS-Schmerzen und schmerzhafte Verspannungen im Nacken-Schulterbereich.
---
Ebenfalls seit mehreren Jahren leide die Patientin unter rezidivierenden HWS-Beschwerden und schmerzhaften Verspannungen im Schulter-/Gürtelbereich.
---
Hinsichtlich weitern somatischen Beschwerden leidet die Patientin seit Jahren unter HWS-Schmerzen, die stechend, ziehend und wellenartig seien, nicht nur im Nacken, sondern auch in beiden Schultern sowie im Kopf von hinten bis zur Stirn ziehend."
185,HWS-Beschwerden,8,8,1.4,"Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf.
---
Im Nacken-Schulterbereich handle es sich um anhaltende Schmerzen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf.
---
Es handelt sich um rezidivierende, spannungsartige Schmerzen im Bereich der Halswirbelsäule mit Ausstrahlung okzipital sowie in beide Schulterregionen.
---
Es handelt sich um rezidivierende, spannungsartige Schmerzen im Bereich der Halswirbelsäule mit Ausstrahlung in beide Schulterregionen, rechtsbetont.
---
Im Halswirbelsäulenbereich handelt es sich um intermittierende Schmerzen ziehenden Charakters mit Ausstrahlung teils nach oben in den Hinterkopf sowie in beide Schultern.
---
Im Nacken-Schulterbereich handle es sich um intermittierende Schmerzen mit sehr wenigen schmerzfreien Phasen von ziehender Schmerzqualität mit Ausstrahlung in den Schultern und Kopf."
